hour_block,pressure
2025-07-12 22:00:00,171.0177536231884
2025-07-12 23:00:00,76.23559322033897
2025-07-13 00:00:00,111.60029325513196
2025-07-13 01:00:00,140.1188251001335
2025-07-13 02:00:00,103.99918032786886
2025-07-13 03:00:00,109.06666666666666
2025-07-13 10:00:00,123.75522388059701
2025-07-13 11:00:00,121.24583333333334
2025-07-13 12:00:00,106.60555555555555
2025-07-13 13:00:00,119.34545454545454
2025-07-13 14:00:00,111.65454545454546
2025-07-13 23:00:00,109.16666666666667
2025-07-14 00:00:00,99.29681528662421
2025-07-14 01:00:00,121.09638554216868
2025-07-14 02:00:00,102.60625
2025-07-14 10:00:00,108.15
2025-07-14 13:00:00,104.45647058823529
2025-07-14 14:00:00,66.5048706240487
2025-07-14 15:00:00,143.3918149466192
2025-07-14 17:00:00,149.05737704918033
2025-07-14 18:00:00,121.3
2025-07-14 20:00:00,118.47619047619048
2025-07-14 23:00:00,103.18214285714285
2025-07-15 00:00:00,110.06842105263159
2025-07-15 01:00:00,88.41818181818182
2025-07-15 15:00:00,99.07272727272726
2025-07-15 16:00:00,118.43921568627451
2025-07-15 17:00:00,134.6
2025-07-15 19:00:00,88.20714285714286
2025-07-15 23:00:00,115.11063829787234
2025-07-16 00:00:00,115.86551724137931
2025-07-16 09:00:00,98.875
2025-07-16 13:00:00,103.58636363636364
2025-07-17 12:00:00,117.78333333333335
2025-07-17 13:00:00,103.74511278195489
2025-07-17 17:00:00,115.62407407407407
2025-07-18 14:00:00,103.10726643598616
2025-07-19 10:00:00,106.46564885496183
2025-07-19 11:00:00,111.83763277693475
2025-07-19 12:00:00,118.9429906542056
2025-07-19 17:00:00,107.53333333333333
2025-07-19 18:00:00,109.53516819571865
2025-07-19 19:00:00,110.02774869109948
2025-07-20 00:00:00,95.74372469635628
2025-07-21 02:00:00,98.84905660377359
2025-07-21 03:00:00,118.89999999999999
2025-07-21 04:00:00,98.72758620689655
2025-07-21 05:00:00,133.59010695187166
2025-07-21 21:00:00,98.33076923076922
2025-07-22 00:00:00,111.11052631578947
2025-07-30 22:00:00,97.40995670995672
2025-07-31 20:00:00,114.48205128205129
2025-08-03 15:00:00,114.0111111111111
2025-08-14 13:00:00,111.79166666666667
2025-08-15 01:00:00,118.57000000000001
2025-08-17 21:00:00,110.1578125
2025-08-17 22:00:00,76.2516717325228
2025-08-17 23:00:00,149.30492307692307
2025-08-18 00:00:00,177.63069620253165
2025-08-18 02:00:00,160.1
2025-08-18 04:00:00,158.1
2025-08-18 05:00:00,154.7
2025-08-18 06:00:00,158.8
2025-08-18 07:00:00,157.2
2025-08-18 08:00:00,157.1
2025-08-18 11:00:00,185.89339407744873
2025-08-18 12:00:00,123.58892261001519
2025-08-18 13:00:00,68.05121580547112
2025-08-18 14:00:00,70.78787878787878
2025-08-18 15:00:00,22.38108925869894
2025-08-18 16:00:00,17.781969696969696
2025-08-18 17:00:00,76.76651515151515
2025-08-18 18:00:00,15.475921375921375
2025-08-18 21:00:00,6.0
2025-08-18 22:00:00,4.2
2025-08-19 02:00:00,3.1
2025-08-19 05:00:00,6.1
2025-08-19 06:00:00,1.8
2025-08-19 09:00:00,0.0
2025-08-19 11:00:00,39.54730769230769
2025-08-19 12:00:00,74.75460526315788
2025-08-19 13:00:00,72.28314606741573
2025-08-19 14:00:00,63.93864013266998
2025-08-19 16:00:00,98.80000000000001
2025-08-20 10:00:00,28.799242424242426
2025-08-20 11:00:00,54.82618025751073
2025-08-21 09:00:00,158.8802752293578
2025-08-21 12:00:00,197.1
2025-08-22 13:00:00,194.975
2025-08-22 14:00:00,189.85
2025-09-06 22:00:00,117.7
2025-09-06 23:00:00,118.3875
2025-09-07 00:00:00,124.8375
2025-09-07 01:00:00,102.8625
2025-09-07 02:00:00,119.5375
2025-09-07 03:00:00,117.35000000000001
2025-09-07 04:00:00,117.8625
2025-09-07 05:00:00,112.7625
2025-09-07 06:00:00,116.67500000000001
2025-09-07 07:00:00,118.45
2025-09-07 08:00:00,111.975
2025-09-07 09:00:00,124.625
2025-09-07 10:00:00,105.875
2025-09-07 11:00:00,145.0375
2025-09-07 12:00:00,148.4375
2025-09-07 13:00:00,152.225
2025-09-07 14:00:00,141.025
2025-09-07 15:00:00,135.425
2025-09-07 16:00:00,144.6125
2025-09-07 17:00:00,140.4375
2025-09-07 18:00:00,152.2875
2025-09-07 19:00:00,149.65
2025-09-07 20:00:00,115.8625
2025-09-07 21:00:00,117.0375
2025-09-07 22:00:00,119.26249999999999
2025-09-07 23:00:00,120.5
2025-09-08 00:00:00,114.7625
2025-09-08 01:00:00,109.325
2025-09-08 02:00:00,114.7125
2025-09-08 03:00:00,106.625
2025-09-08 04:00:00,111.6125
2025-09-08 05:00:00,114.3375
2025-09-08 06:00:00,114.3625
2025-09-08 07:00:00,104.825
2025-09-08 08:00:00,118.4625
2025-09-08 09:00:00,110.5875
2025-09-08 10:00:00,114.8625
2025-09-08 11:00:00,142.2625
2025-09-08 12:00:00,149.375
2025-09-08 13:00:00,147.375
2025-09-08 14:00:00,146.475
2025-09-08 15:00:00,146.0625
2025-09-08 16:00:00,147.04999999999998
2025-09-08 17:00:00,142.0875
2025-09-08 18:00:00,152.5125
2025-09-08 19:00:00,148.9875
2025-09-08 20:00:00,119.1625
2025-09-08 21:00:00,116.05
2025-09-08 22:00:00,116.475
2025-09-08 23:00:00,123.3875
2025-09-09 00:00:00,116.0125
2025-09-09 01:00:00,112.15
2025-09-09 02:00:00,115.1
2025-09-09 03:00:00,111.875
2025-09-09 04:00:00,114.3625
2025-09-09 05:00:00,110.4625
2025-09-09 06:00:00,118.65
2025-09-09 07:00:00,120.1
2025-09-09 08:00:00,107.35
2025-09-09 09:00:00,115.48750000000001
2025-09-09 10:00:00,111.5875
2025-09-09 11:00:00,151.7
2025-09-09 12:00:00,141.325
2025-09-09 13:00:00,141.23749999999998
2025-09-09 14:00:00,146.225
2025-09-09 15:00:00,151.5125
2025-09-09 16:00:00,135.3875
2025-09-09 17:00:00,139.4
2025-09-09 18:00:00,142.25
2025-09-09 19:00:00,144.1375
2025-09-09 20:00:00,118.9125
2025-09-09 21:00:00,116.97500000000001
2025-09-09 22:00:00,113.6625
2025-09-09 23:00:00,118.975
2025-09-10 00:00:00,115.0875
2025-09-10 01:00:00,107.7375
2025-09-10 02:00:00,123.3125
2025-09-10 03:00:00,113.14999999999999
2025-09-10 04:00:00,122.5
2025-09-10 05:00:00,126.75
2025-09-10 06:00:00,114.6875
2025-09-10 07:00:00,115.9125
2025-09-10 08:00:00,108.3125
2025-09-10 09:00:00,118.6
2025-09-10 10:00:00,115.8125
2025-09-10 11:00:00,142.0875
2025-09-10 12:00:00,141.6125
2025-09-10 13:00:00,141.675
2025-09-10 14:00:00,141.4
2025-09-10 15:00:00,145.1
2025-09-10 16:00:00,147.8875
2025-09-10 17:00:00,147.425
2025-09-10 18:00:00,150.8625
2025-09-10 19:00:00,136.675
2025-09-10 20:00:00,120.4875
2025-09-10 21:00:00,117.825
2025-09-10 22:00:00,120.5125
2025-09-10 23:00:00,118.4625
2025-09-11 00:00:00,124.7125
2025-09-11 01:00:00,111.0625
2025-09-11 02:00:00,130.35
2025-09-11 03:00:00,116.125
2025-09-11 04:00:00,115.9375
2025-09-11 05:00:00,109.9125
2025-09-11 06:00:00,109.1875
2025-09-11 07:00:00,110.8125
2025-09-11 08:00:00,107.85999999999999
2025-09-11 09:00:00,86.70991304347825
2025-09-11 10:00:00,39.133183183183185
2025-09-11 11:00:00,100.29429429429429
2025-09-11 12:00:00,87.59715142428786
2025-09-11 13:00:00,135.35776699029128
2025-09-11 14:00:00,123.95676567656766
2025-09-11 15:00:00,155.05989932885905
2025-09-11 16:00:00,154.97202797202797
2025-09-11 17:00:00,146.125
2025-09-11 18:00:00,142.9875
2025-09-11 19:00:00,149.825
2025-09-11 20:00:00,113.2875
2025-09-11 21:00:00,118.6875
2025-09-11 22:00:00,109.4625
2025-09-11 23:00:00,104.30000000000001
2025-09-12 00:00:00,113.35
2025-09-12 01:00:00,114.8125
2025-09-12 02:00:00,113.2375
2025-09-12 03:00:00,111.5875
2025-09-12 04:00:00,118.5375
2025-09-12 05:00:00,113.6875
2025-09-12 06:00:00,116.9875
2025-09-12 07:00:00,121.6875
2025-09-12 08:00:00,121.125
2025-09-12 09:00:00,118.10000000000001
2025-09-12 10:00:00,116.1625
2025-09-12 11:00:00,151.1625
2025-09-12 12:00:00,146.0
2025-09-12 13:00:00,139.975
2025-09-12 14:00:00,142.825
2025-09-12 15:00:00,150.0375
2025-09-12 16:00:00,148.025
2025-09-12 17:00:00,154.4
2025-09-12 18:00:00,144.175
2025-09-12 19:00:00,144.4125
2025-09-12 20:00:00,102.08048780487805
2025-09-12 21:00:00,116.25
2025-09-12 22:00:00,119.8375
2025-09-12 23:00:00,115.825
2025-09-13 00:00:00,116.3375
2025-09-13 01:00:00,115.9375
2025-09-13 02:00:00,118.8375
2025-09-13 03:00:00,123.575
2025-09-13 04:00:00,123.0625
2025-09-13 05:00:00,113.2125
2025-09-13 06:00:00,123.7375
2025-09-13 07:00:00,119.825
2025-09-13 08:00:00,116.1875
2025-09-13 09:00:00,118.65
2025-09-13 10:00:00,115.4
2025-09-13 11:00:00,146.0125
2025-09-13 12:00:00,149.275
2025-09-13 13:00:00,156.5875
2025-09-13 14:00:00,147.525
2025-09-13 15:00:00,145.725
2025-09-13 16:00:00,151.9125
2025-09-13 17:00:00,137.275
2025-09-13 18:00:00,144.675
2025-09-13 19:00:00,95.11641791044777
2025-09-13 20:00:00,115.55
2025-09-13 21:00:00,100.3625
2025-09-13 22:00:00,176.41893004115227
2025-09-13 23:00:00,85.7895179801071
2025-09-14 00:00:00,43.749348958333336
2025-09-15 09:00:00,120.0
2025-09-15 19:00:00,120.6
2025-09-25 12:00:00,83.9986710963455
2025-09-25 13:00:00,95.9177276390008
2025-09-25 14:00:00,140.52460859092733
2025-09-25 15:00:00,78.67180616740089
2025-09-25 16:00:00,101.55000000000001
2025-09-25 19:00:00,156.2
2025-09-25 20:00:00,160.9
2025-09-26 04:00:00,47.34285714285714
2025-09-26 05:00:00,102.15000000000002
2025-09-26 06:00:00,116.58
2025-09-26 07:00:00,91.3
2025-09-26 08:00:00,96.61428571428571
2025-09-26 09:00:00,103.19999999999999
2025-09-26 10:00:00,103.75
2025-09-26 11:00:00,113.47474747474747
2025-09-26 12:00:00,138.81666666666666
2025-09-26 13:00:00,150.075
2025-09-26 14:00:00,135.21587301587303
2025-09-26 15:00:00,143.5222601279318
2025-09-26 16:00:00,129.1911648177496
2025-09-26 17:00:00,118.18123960066556
2025-09-26 18:00:00,41.77951856385149
2025-09-26 19:00:00,35.518935643564355
2025-09-29 10:00:00,120.0
2025-09-30 23:00:00,89.56396396396397
2025-10-01 00:00:00,112.27418738049714
2025-10-01 09:00:00,110.696
2025-10-01 10:00:00,143.0627819548872
2025-10-01 11:00:00,127.95678832116788
2025-10-01 12:00:00,96.640625
2025-10-01 16:00:00,134.52434607645876
2025-10-01 17:00:00,70.86408450704226
2025-10-05 23:00:00,116.77298311444653
2025-10-06 00:00:00,144.39774919614146
2025-10-06 08:00:00,101.46626506024097
2025-10-06 09:00:00,136.68328358208956
2025-10-06 10:00:00,166.27325174825177
2025-10-06 11:00:00,212.1677393403057
2025-10-06 12:00:00,154.22674118658642
2025-10-06 13:00:00,120.95714285714286
2025-10-06 14:00:00,96.7295847750865
2025-10-06 15:00:00,154.59453053783045
2025-10-06 16:00:00,200.89250902527075
2025-10-06 17:00:00,73.81044386422977
